reactKey,timeStr,type,time,overloadTime,eventId,player,homeScore,awayScore,profileUrl,overloadTimeStr,isHome,ownGoal,goalDescription,goalDescriptionKey,suffix,suffixKey,isPenaltyShootoutEvent,nameStr,firstName,lastName,fullName,playerId,newScore,penShootoutScore,shotmapEvent,assistStr,assistProfileUrl,assistPlayerId,assistKey,assistInput,goal_scorer,matchRound,AwayTeamId
1396752390Goal1212489undefinedfalse,90 + 4,Goal,90,4,13967523,"{'id': 1212489, 'name': 'Gabriel Villamíl', 'profileUrl': '/players/1212489/gabriel-villamil'}",0,0,/players/1212489/gabriel-villamil,+4,False,,,,,,False,Gabriel Villamíl,Gabriel,Villamíl,Gabriel Villamíl,1212489,"[0, 1]",,"{'id': 2921142473, 'eventType': 'Goal', 'teamId': 6721, 'playerId': 1212489, 'playerName': 'Gabriel Villamíl', 'x': 95.15789473550001, 'y': 36.8975, 'min': 90, 'minAdded': 4, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 34.22875, 'goalCrossedZ': 0.1219999994, 'expectedGoals': 0.5605887770652771, 'expectedGoalsOnTarget': 0.3473101258277893, 'shotType': 'RightFoot', 'situation': 'ThrowInSetPiece', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.9394841269841275, 'y': 0.032275132116402115, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 116339, 'firstName': 'Gabriel', 'lastName': 'Villamíl', 'fullName': 'Gabriel Villamíl', 'teamColor': '#00337b'}",assist by Michael Estrada,/players/497330/michael-estrada,497330,assist_by,Michael Estrada,Villamíl,1,6721
1396728853Goal522651undefinedfalse,53,Goal,53,,13967288,"{'id': 522651, 'name': 'Matheus Pereira', 'profileUrl': '/players/522651/matheus-pereira'}",0,0,/players/522651/matheus-pereira,False,False,,,,,,False,Matheus Pereira,Matheus,Pereira,Matheus Pereira,522651,"[0, 1]",,"{'id': 2921131865, 'eventType': 'Goal', 'teamId': 9781, 'playerId': 522651, 'playerName': 'Matheus Pereira', 'x': 95.9298245603, 'y': 31.254999999999995, 'min': 53, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 37.05, 'goalCrossedZ': 1.2585263096000001, 'expectedGoals': 0.1576349288225174, 'expectedGoalsOnTarget': 0.8315175771713257, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.19312169312169392, 'y': 0.3329434681481482, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 423508, 'firstName': 'Matheus', 'lastName': 'Pereira', 'fullName': 'Matheus Pereira', 'teamColor': '#294492'}",assist by Fágner,/players/20446/fagner,20446,assist_by,Fágner,Pereira,1,9781
1396724416Goal237606undefinedfalse,16,Goal,16,,13967244,"{'id': 237606, 'name': 'Leandro Paredes', 'profileUrl': '/players/237606/leandro-paredes'}",0,0,/players/237606/leandro-paredes,False,False,,,,,,False,Leandro Paredes,Leandro,Paredes,Leandro Paredes,237606,"[0, 1]",,"{'id': 2921127137, 'eventType': 'Goal', 'teamId': 10077, 'playerId': 237606, 'playerName': 'Leandro Paredes', 'x': 80.5703883504, 'y': 23.9992356735, 'min': 16, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.8975, 'goalCrossedZ': 0.28252631440000003, 'expectedGoals': 0.03769354522228241, 'expectedGoalsOnTarget': 0.26995334029197693, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.23346560846560827, 'y': 0.07474241121693122, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': False, 'keeperId': 1242010, 'firstName': 'Leandro', 'lastName': 'Paredes', 'fullName': 'Leandro Paredes', 'teamColor': '#00458a'}",,,Paredes,1,10077,,,
1396754065Goal845370undefinedfalse,65,Goal,65,,13967540,"{'id': 845370, 'name': 'Adam Bareiro', 'profileUrl': '/players/845370/adam-bareiro'}",0,1,/players/845370/adam-bareiro,False,False,,,,,,False,Adam Bareiro,Adam,Bareiro,Adam Bareiro,845370,"[0, 2]",,"{'id': 2921143133, 'eventType': 'Goal', 'teamId': 10077, 'playerId': 845370, 'playerName': 'Adam Bareiro', 'x': 100.3534482762, 'y': 28.791190475, 'min': 65, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 31.941249999999997, 'goalCrossedZ': 0.8925263114, 'expectedGoals': 0.3136681914329529, 'expectedGoalsOnTarget': 0.774929940700531, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.544642857142858, 'y': 0.2361180717989418, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1242010, 'firstName': 'Adam', 'lastName': 'Bareiro', 'fullName': 'Adam Bareiro', 'teamColor': '#00458a'}",assist by Lautaro Blanco,/players/1200014/lautaro-blanco,Bareiro,1,10077,1200014.0,assist_by,Lautaro Blanco
1396929322Goal165526undefinedfalse,22,Goal,22,,13969293,"{'id': 165526, 'name': 'Sebastián Coates', 'profileUrl': '/players/165526/sebastian-coates'}",0,0,/players/165526/sebastian-coates,False,False,,,,,,False,Sebastián Coates,Sebastián,Coates,Sebastián Coates,165526,"[0, 1]",,"{'id': 2921343765, 'eventType': 'Goal', 'teamId': 8304, 'playerId': 165526, 'playerName': 'Sebastián Coates', 'x': 99.3070175438, 'y': 38.536428573, 'min': 22, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.440000000000005, 'goalCrossedZ': 1.6630526234, 'expectedGoals': 0.07978924363851547, 'expectedGoalsOnTarget': 0.5540732741355896, 'shotType': 'Header', 'situation': 'FromCorner', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.3544973544973533, 'y': 0.4399610114814815, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 249596, 'firstName': 'Sebastián', 'lastName': 'Coates', 'fullName': 'Sebastián Coates', 'teamColor': '#1246A9'}",assist by Nicolás Lodeiro,/players/107987/nicolas-lodeiro,107987,assist_by,Nicolás Lodeiro,Coates,1,8304
139693974Goal1231195undefinedfalse,4,Goal,4,,13969397,"{'id': 1231195, 'name': 'Tiago Palacios', 'profileUrl': '/players/1231195/tiago-palacios'}",0,0,/players/1231195/tiago-palacios,False,False,,,,,,False,Tiago Palacios,Tiago,Palacios,Tiago Palacios,1231195,"[0, 1]",,"{'id': 2921364005, 'eventType': 'Goal', 'teamId': 10094, 'playerId': 1231195, 'playerName': 'Tiago Palacios', 'x': 81.471359224, 'y': 24.699872616500002, 'min': 4, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.90625, 'goalCrossedZ': 1.1814736784, 'expectedGoals': 0.04578713700175285, 'expectedGoalsOnTarget': 0.2571774125099182, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.49570105820105825, 'y': 0.31255917417989415, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': False, 'keeperId': 425610, 'firstName': 'Tiago', 'lastName': 'Palacios', 'fullName': 'Tiago Palacios', 'teamColor': '#DE1D22'}",assist by Mikel Amondarain,/players/1661207/mikel-amondarain,1661207,assist_by,Mikel Amondarain,Tiago Palacios,1,10094
1396961159Goal638778undefinedfalse,59,Goal,59,,13969611,"{'id': 638778, 'name': 'Bruno Henrique', 'profileUrl': '/players/638778/bruno-henrique'}",0,0,/players/638778/bruno-henrique,False,False,,,,,,False,Bruno Henrique,Bruno,Henrique,Bruno Henrique,638778,"[0, 1]",,"{'id': 2921386963, 'eventType': 'Goal', 'teamId': 9770, 'playerId': 638778, 'playerName': 'Bruno Henrique', 'x': 94.5789473669, 'y': 34.915000000000006, 'min': 59, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.745000000000005, 'goalCrossedZ': 0.2439999988, 'expectedGoals': 0.05535122752189636, 'expectedGoalsOnTarget': 0.2339867651462555, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.2738095238095226, 'y': 0.06455026423280423, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1432703, 'firstName': 'Bruno', 'lastName': 'Henrique', 'fullName': 'Bruno Henrique', 'teamColor': '#C80010'}",assist by Ayrton Lucas,/players/578391/ayrton-lucas,578391.0,assist_by,Ayrton Lucas,Henrique,1,9770
1396972090Goal438647undefinedfalse,90 + 2,Goal,90,2,13969720,"{'id': 438647, 'name': 'Giorgian De Arrascaeta', 'profileUrl': '/players/438647/giorgian-de-arrascaeta'}",0,1,/players/438647/giorgian-de-arrascaeta,+2,False,,,,,,False,Giorgian De Arrascaeta,Giorgian,De Arrascaeta,Giorgian De Arrascaeta,438647,"[0, 2]",,"{'id': 2921396317, 'eventType': 'Goal', 'teamId': 9770, 'playerId': 438647, 'playerName': 'Giorgian De Arrascaeta', 'x': 98.24561403470001, 'y': 33.00875, 'min': 90, 'minAdded': 2, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.70374999999999, 'goalCrossedZ': 0.9374736796, 'expectedGoals': 0.3728562593460083, 'expectedGoalsOnTarget': 0.3748849332332611, 'shotType': 'Header', 'situation': 'FastBreak', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.3429232804232825, 'y': 0.24800890994708993, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1432703, 'firstName': 'Giorgian', 'lastName': 'De Arrascaeta', 'fullName': 'Giorgian De Arrascaeta', 'teamColor': '#C80010'}",,,,,,De Arrascaeta,1,9770
1396961256Goal1132960undefinedfalse,56,Goal,56,,13969612,"{'id': 1132960, 'name': 'Ramón Sosa', 'profileUrl': '/players/1132960/ramon-sosa'}",1,0,/players/1132960/ramon-sosa,False,False,,,,,,False,Ramón Sosa,Ramón,Sosa,Ramón Sosa,1132960,"[1, 1]",,"{'id': 2921387087, 'eventType': 'Goal', 'teamId': 10283, 'playerId': 1132960, 'playerName': 'Ramón Sosa', 'x': 102.53448275880001, 'y': 36.135000000000005, 'min': 56, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.05875, 'goalCrossedZ': 0.0385263156, 'expectedGoals': 0.9957399368286133, 'expectedGoalsOnTarget': 0.9950820207595825, 'shotType': 'RightFoot', 'situation': 'FastBreak', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.455357142857142, 'y': 0.010192146984126984, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1032047, 'firstName': 'Ramón', 'lastName': 'Sosa', 'fullName': 'Ramón Sosa', 'teamColor': '#006838'}",assist by José López,/players/1216079/jose-lopez,1216079,assist_by,José López,Sosa,1,10283
1397104961Goal172446undefinedfalse,61,Goal,61,,13971049,"{'id': 172446, 'name': 'Lorenzo Melgarejo', 'profileUrl': '/players/172446/lorenzo-melgarejo'}",1,0,/players/172446/lorenzo-melgarejo,False,False,,,,,,False,Lorenzo Melgarejo,Lorenzo,Melgarejo,Lorenzo Melgarejo,172446,"[1, 1]",,"{'id': 2921589401, 'eventType': 'Goal', 'teamId': 6620, 'playerId': 172446, 'playerName': 'Lorenzo Melgarejo', 'x': 98.4385964909, 'y': 30.492499999999996, 'min': 61, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 31.254999999999995, 'goalCrossedZ': 1.1814736784, 'expectedGoals': 0.4456430673599243, 'expectedGoalsOnTarget': 0.7906668186187744, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.7261904761904774, 'y': 0.31255917417989415, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 496154, 'firstName': 'Lorenzo', 'lastName': 'Melgarejo', 'fullName': 'Lorenzo Melgarejo', 'teamColor': '#181818'}",assist by Néstor Giménez,/players/834633/nestor-gimenez,834633,assist_by,Néstor Giménez,Melgarejo,1,6620
1397128153Goal1503652undefinedfalse,53,Goal,53,,13971281,"{'id': 1503652, 'name': 'Kayke', 'profileUrl': '/players/1503652/kayke'}",0,0,/players/1503652/kayke,False,False,,,,,,False,Kayke,,Kayke,Kayke,1503652,"[0, 1]",,"{'id': 2921610581, 'eventType': 'Goal', 'teamId': 9808, 'playerId': 1503652, 'playerName': 'Kayke', 'x': 93.5, 'y': 43.3001273835, 'min': 53, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.90625, 'goalCrossedZ': 0.1219999994, 'expectedGoals': 0.25030383467674255, 'expectedGoalsOnTarget': 0.2861079275608063, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.49570105820105825, 'y': 0.032275132116402115, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 938344, 'firstName': '', 'lastName': 'Kayke', 'fullName': 'Kayke', 'teamColor': '#292929'}",assist by Rodrigo Garro,/players/1093746/rodrigo-garro,1093746,assist_by,Rodrigo Garro,Kayke,1,9808
1397132271Goal892752undefinedfalse,71,Goal,71,,13971322,"{'id': 892752, 'name': 'Yuri Alberto', 'profileUrl': '/players/892752/yuri-alberto'}",0,1,/players/892752/yuri-alberto,False,False,,,,,,False,Yuri Alberto,Yuri,Alberto,Yuri Alberto,892752,"[0, 2]",,"{'id': 2921613799, 'eventType': 'Goal', 'teamId': 9808, 'playerId': 892752, 'playerName': 'Yuri Alberto', 'x': 95.640350876, 'y': 28.286904761, 'min': 70, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 34.4575, 'goalCrossedZ': 0.0385263156, 'expectedGoals': 0.5558698773384094, 'expectedGoalsOnTarget': 0.4283031225204468, 'shotType': 'LeftFoot', 'situation': 'ThrowInSetPiece', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.8789682539682532, 'y': 0.010192146984126984, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 938344, 'firstName': 'Yuri', 'lastName': 'Alberto', 'fullName': 'Yuri Alberto', 'teamColor': '#292929'}",assist by Rodrigo Garro,/players/1093746/rodrigo-garro,1093746,assist_by,Rodrigo Garro,Alberto,1,9808
1397155859Goal1053347undefinedfalse,59,Goal,59,,13971558,"{'id': 1053347, 'name': 'Matías Arezo', 'profileUrl': '/players/1053347/matias-arezo'}",1,0,/players/1053347/matias-arezo,False,False,,,,,,False,Matías Arezo,Matías,Arezo,Matías Arezo,1053347,"[1, 1]",,"{'id': 2921626769, 'eventType': 'Goal', 'teamId': 8450, 'playerId': 1053347, 'playerName': 'Matías Arezo', 'x': 93.5, 'y': 45.1217834353, 'min': 59, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 30.568749999999998, 'goalCrossedZ': 1.0145263108, 'expectedGoals': 0.05293823406100273, 'expectedGoalsOnTarget': 0.7481772303581238, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.9077380952380967, 'y': 0.2683932039153439, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1350735, 'firstName': 'Matías', 'lastName': 'Arezo', 'fullName': 'Matías Arezo', 'teamColor': '#d6a200'}",,,Arezo,1,8450
